my_article;article;text;my_price;price;albom_id;itm_href;img_src;img;img_local
vtwQBbb;_ ZК097710 кор; 32-37,5, Натуральная кожа, Натуральная кожа;1468,5;890;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufli-zk097710-kor/;http://neposeda-shoes.ru//upload/resize_cache/iblock/53f/2500_200_1/53f09e9b1bfe9042e36a0c9245772c7c.jpg;.;./img/53f09e9b1bfe9042e36a0c9245772c7c.jpg
K7afBH5;_ 26111-3375; 29-34, Натуральная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-26111-3375/;http://neposeda-shoes.ru//upload/resize_cache/iblock/318/2500_200_1/318b8b80924d38bb3a2fd4bb8691b0a5.jpg;.;./img/318b8b80924d38bb3a2fd4bb8691b0a5.jpg
cShHrgl;_ 511-4391; 23-29, Натуральная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufelki-511-4391/;http://neposeda-shoes.ru//upload/resize_cache/iblock/f09/2500_200_1/f0900aeb7a7bc4032c1e4fd913fa104b.jpg;.;./img/f0900aeb7a7bc4032c1e4fd913fa104b.jpg
RBPrWhw;_ 511-4273; 20-25, Натуральная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufelki-511-4273/;http://neposeda-shoes.ru//upload/resize_cache/iblock/437/2500_200_1/4379829847be4b131660e22da7d890f6.jpg;.;./img/4379829847be4b131660e22da7d890f6.jpg
ne8s2KT;_ 35311-2338; 30-36, Натуральная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/mokasiny-35311-2338/;http://neposeda-shoes.ru//upload/resize_cache/iblock/130/2500_200_1/1301408e29086731e318061c16fa6999.jpg;.;./img/1301408e29086731e318061c16fa6999.jpg
OM4yUfO;_ 35311-2306; 30-36, Натуральная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/mokasiny-35311-2306/;http://neposeda-shoes.ru//upload/resize_cache/iblock/3c3/2500_200_1/3c3c2e0f4551ca64231592e7be30c2f9.jpg;.;./img/3c3c2e0f4551ca64231592e7be30c2f9.jpg
vWTHPbp;_ 35111-2592; 30-36, Натуральная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/mokasiny-35111-2592/;http://neposeda-shoes.ru//upload/resize_cache/iblock/749/2500_200_1/7493f347c22f013538f46e3fd56bc906.jpg;.;./img/7493f347c22f013538f46e3fd56bc906.jpg
gsL83Bz;_ 817-5862; 20-25, Натуральная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/krossovki-817-5862/;http://neposeda-shoes.ru//upload/resize_cache/iblock/607/2500_200_1/607d6306a1e27414d80cc9a2449154b0.jpg;.;./img/607d6306a1e27414d80cc9a2449154b0.jpg
0S6n7eP;_ 817-5861; 20-25, Натуральная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/krossovki-817-5861/;http://neposeda-shoes.ru//upload/resize_cache/iblock/bb6/2500_200_1/bb631c04a39c81d9ef5f7ee2f8c08be9.jpg;.;./img/bb631c04a39c81d9ef5f7ee2f8c08be9.jpg
mJAuyOr;_ G10947; 27-32, Прессованная кожа, Прессованная кожа;709,5;430;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufli-g10947/;http://neposeda-shoes.ru//upload/resize_cache/iblock/91e/2500_200_1/91e6510a8e8da09d5a32351ad0747d8c.jpg;.;./img/91e6510a8e8da09d5a32351ad0747d8c.jpg
G7m5oeB;_ Д12519А; 33-38, Прессованная кожа, Прессованная кожа;775,5;470;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufli-d12519a/;http://neposeda-shoes.ru//upload/resize_cache/iblock/4ca/2500_200_1/4cab05bf4759cc4c3294721f050785ba.jpg;.;./img/4cab05bf4759cc4c3294721f050785ba.jpg
hUn1TT6;_ 3598С; 30-35, Натуральная кожа, Натуральная кожа;973,5;590;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufli-3598s/;http://neposeda-shoes.ru//upload/resize_cache/iblock/ef3/2500_200_1/ef3b5e6acbde58cd95ccf86698387c91.jpg;.;./img/ef3b5e6acbde58cd95ccf86698387c91.jpg
dwPZkRH;_ G191 малина; 21-26, Прессованная кожа, Комбинированная кожа;874,5;530;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-g191-malina/;http://neposeda-shoes.ru//upload/resize_cache/iblock/f57/2500_200_1/f57e55fb7fa2a6cbb76be8bc954d9623.jpg;.;./img/f57e55fb7fa2a6cbb76be8bc954d9623.jpg
GrE3afx;_ QL365-803 персик; 21-26, Прессованная кожа, Комбинированная кожа;874,5;530;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-ql365-803-persik/;http://neposeda-shoes.ru//upload/resize_cache/iblock/6e6/2500_200_1/6e6631ecdf6ff51b7f98a56d7b2ea1df.jpg;.;./img/6e6631ecdf6ff51b7f98a56d7b2ea1df.jpg
J3Yqblv;_ QL365-803 малина; 21-26, Прессованная кожа, Комбинированная кожа;874,5;530;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/sandalii-ql365-803-malina/;http://neposeda-shoes.ru//upload/resize_cache/iblock/3c4/2500_200_1/3c4d68b295e4b37e244762304ad366ed.jpg;.;./img/3c4d68b295e4b37e244762304ad366ed.jpg
dFiU7XX;_ 904-3; 31-36, Прессованная кожа, Прессованная кожа;660;400;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufli-904-3/;http://neposeda-shoes.ru//upload/resize_cache/iblock/f65/2500_200_1/f65304c15ca4e2e6d1f6121bf6d5680c.jpg;.;./img/f65304c15ca4e2e6d1f6121bf6d5680c.jpg
icv1gtr;_ 2005-10 роз; 29-36, Прессованная кожа, Прессованная кожа;643,5;390;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/tufelki-2005-10-roz/;http://neposeda-shoes.ru//upload/resize_cache/iblock/fbd/2500_200_1/fbd6f2f8d4f3436230609e131d53e7fa.jpg;.;./img/fbd6f2f8d4f3436230609e131d53e7fa.jpg
rPX0p5R;_ В-63 черн; 31-36, Нубук, Текстиль;577,5;350;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/v-63-chern-v-63-chern/;http://neposeda-shoes.ru//upload/resize_cache/iblock/294/2500_200_1/29427fe409730ee27b3f9b72d68b4d82.jpg;.;./img/29427fe409730ee27b3f9b72d68b4d82.jpg
UzJjXIV;_ В-63 кор; 31-36, Нубук, Текстиль;577,5;350;212624609;http://neposeda-shoes.ru//catalog/letnyaya-obuv/v-63-kor-v-63-kor/;http://neposeda-shoes.ru//upload/resize_cache/iblock/534/2500_200_1/5347219690b33648ab2c03422fba4148.jpg;.;./img/5347219690b33648ab2c03422fba4148.jpg
