my_article;article;text;my_price;price;albom_id;itm_href;img_src;img;img_local
hTpR0Im;_ S105970; 32-37, Резина, Ворсин;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-s105970/;http://neposeda-shoes.ru//upload/resize_cache/iblock/10c/2500_200_1/10c7907445922bebb4922aed06f1a673.jpg;.;./img/10c7907445922bebb4922aed06f1a673.jpg
hBuBVUb;_ L105961; 32-37, Резина, Ворсин;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-l105961/;http://neposeda-shoes.ru//upload/resize_cache/iblock/406/2500_200_1/4061cb89a4eb3c8fdd2ca39f6a839c3e.jpg;.;./img/4061cb89a4eb3c8fdd2ca39f6a839c3e.jpg
3XrNmZO;_ HL06903; 32-37, Резина, Ворсин;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-hl06903/;http://neposeda-shoes.ru//upload/resize_cache/iblock/12d/2500_200_1/12de3b34408e0fe67b86e9e90542f991.jpg;.;./img/12de3b34408e0fe67b86e9e90542f991.jpg
iphDK2O;_ L105962; 32-37, Резина, Ворсин;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-l105962/;http://neposeda-shoes.ru//upload/resize_cache/iblock/407/2500_200_1/407903af87fcb4fdc55ebd2518884c64.jpg;.;./img/407903af87fcb4fdc55ebd2518884c64.jpg
DDRUxgL;_ S150971; 32-37, Резина, Ворсин;690;690;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-s150971/;http://neposeda-shoes.ru//upload/resize_cache/iblock/5e9/2500_200_1/5e9d7b3236456a7f3bbf728ce4341d33.jpg;.;./img/5e9d7b3236456a7f3bbf728ce4341d33.jpg
xZ8PBDq;_ S15205; 22-27, Резина, Ворсин;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-s15205-zel/;http://neposeda-shoes.ru//upload/resize_cache/iblock/071/2500_200_1/0712379f2c5a1a9b940492fa88eb235b.jpg;.;./img/0712379f2c5a1a9b940492fa88eb235b.jpg
wxCAu3o;_ А-В44-25;Количество в линейке 5 пар, Ворсин, ;510;510;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-a-v44-25/;http://neposeda-shoes.ru//upload/resize_cache/iblock/bf5/2500_200_1/bf5e3b81fa5143b0c8f52d69160de6a8.jpg;.;./img/bf5e3b81fa5143b0c8f52d69160de6a8.jpg
R2casuN;_ Т105304; 23-28, Резина, Ворсин;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-t105304/;http://neposeda-shoes.ru//upload/resize_cache/iblock/0ab/2500_200_1/0ab29902f9f74a4f70526310bea49571.jpg;.;./img/0ab29902f9f74a4f70526310bea49571.jpg
cxBPasK;_ S15205; 22-27, Резина, Ворсин;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-s15205/;http://neposeda-shoes.ru//upload/resize_cache/iblock/885/2500_200_1/885e993191537d947efcebdf9bd039f6.jpg;.;./img/885e993191537d947efcebdf9bd039f6.jpg
HJvfIE4;_ S15207; 22-27, Резина, Ворсин;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-s15207/;http://neposeda-shoes.ru//upload/resize_cache/iblock/98d/2500_200_1/98dfa92b27c88d3aed927b3792b6b598.jpg;.;./img/98dfa92b27c88d3aed927b3792b6b598.jpg
khuRO6s;_ S15224; 22-27, Резина, Ворсин;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-s15224/;http://neposeda-shoes.ru//upload/resize_cache/iblock/48e/2500_200_1/48ef391c57b41b8b3233a41c9103a038.jpg;.;./img/48ef391c57b41b8b3233a41c9103a038.jpg
jaRbc4l;_ А-Т56-56; 23-28, Ворсин, ;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-a-t56-56/;http://neposeda-shoes.ru//upload/resize_cache/iblock/43e/2500_200_1/43e677f4345f865d54bb36dd77a93be3.jpg;.;./img/43e677f4345f865d54bb36dd77a93be3.jpg
Ey8R5KH;_ А-Т30-22; 29-36, Резина, Ворсин;540;540;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-a-t30-22/;http://neposeda-shoes.ru//upload/resize_cache/iblock/4a2/2500_200_1/4a2c8b9718ec476d5a78fa78451120f3.jpg;.;./img/4a2c8b9718ec476d5a78fa78451120f3.jpg
gcrYWXd;_ АВ 30-30; 23-28, Резина, Ворсин;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-av-30-30/;http://neposeda-shoes.ru//upload/resize_cache/iblock/1fa/2500_200_1/1fa8c489f36e4d33a8fd3c408748953a.jpg;.;./img/1fa8c489f36e4d33a8fd3c408748953a.jpg
FBhZSLR;_ А-Т30-64; 29-36, Резина, Ворсин;540;540;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-a-t30-64/;http://neposeda-shoes.ru//upload/resize_cache/iblock/724/2500_200_1/724454038d1b0c7bee8bc8041f8a453b.jpg;.;./img/724454038d1b0c7bee8bc8041f8a453b.jpg
HSj13ac;_ А-Т44-84; 23-28, Резина, Ворсин;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-a-t44-84/;http://neposeda-shoes.ru//upload/resize_cache/iblock/a68/2500_200_1/a68edcdd74f8098d6d8c8b55c898a508.jpg;.;./img/a68edcdd74f8098d6d8c8b55c898a508.jpg
ffxUNFM;_ АВ 30-08; 23-28, Резина, Ворсин;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-av-30-08/;http://neposeda-shoes.ru//upload/resize_cache/iblock/97c/2500_200_1/97cc21126ad89d1ea0af64f3b2161226.jpg;.;./img/97cc21126ad89d1ea0af64f3b2161226.jpg
Tqt9DU7;_ АВ44-21; 23-28, Резина, Ворсин;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-av44-21/;http://neposeda-shoes.ru//upload/resize_cache/iblock/2d4/2500_200_1/2d493004bc1050c83576ef6d78a20ccc.jpg;.;./img/2d493004bc1050c83576ef6d78a20ccc.jpg
zRkesBe;_ АВ30-31;Резина, , ;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-av30-31/;http://neposeda-shoes.ru//upload/resize_cache/iblock/10b/2500_200_1/10bb668ab0aa6e7235a64eb3d29480bd.jpg;.;./img/10bb668ab0aa6e7235a64eb3d29480bd.jpg
ln62gq3;_ А-Т48-28; 23-28, Резина, Ворсин;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-a-t48-28/;http://neposeda-shoes.ru//upload/resize_cache/iblock/140/2500_200_1/1404accd33b93804ec1623a3074e850b.jpg;.;./img/1404accd33b93804ec1623a3074e850b.jpg
jAfzQMt;_ АВ36-29; 23-28, Резина, Ворсин;470;470;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-av36-29/;http://neposeda-shoes.ru//upload/resize_cache/iblock/779/2500_200_1/7797419152664caa54d1afc89714bd64.jpg;.;./img/7797419152664caa54d1afc89714bd64.jpg
DsfwTJG;_ АВ30-15; 23-28, Резина, Ворсин;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-av30-15/;http://neposeda-shoes.ru//upload/resize_cache/iblock/1e1/2500_200_1/1e1d623a417a1892064db5d54b078174.jpg;.;./img/1e1d623a417a1892064db5d54b078174.jpg
wDN5u8k;_ Резиновые сапоги 0045;Резина, , ;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0045/;http://neposeda-shoes.ru//upload/resize_cache/iblock/92f/2500_200_1/92fa2f086678a12346dd0a39e4e4dacb.jpg;.;./img/92fa2f086678a12346dd0a39e4e4dacb.jpg
WKzi8Fk;_ Резиновые сапоги 0049;Резина, , ;520;520;212624557;http://neposeda-shoes.ru//catalog/rezinovye-sapogi/rezinovye-sapogi-0049/;http://neposeda-shoes.ru//upload/resize_cache/iblock/2f1/2500_200_1/2f112340922058460a78ffba782777b8.jpg;.;./img/2f112340922058460a78ffba782777b8.jpg
